city,state,latitude,longitude,reverse_address
westminster,colorado,39.8366528,-105.0372046,"7700-7730 Newton St, Westminster, CO 80030, USA"
elgin,illinois,42.0354084,-88.2825668,"113 S Grove Ave, Elgin, IL 60120, USA"
antioch,california,38.0049214,-121.805789,"1715 E 18th St, Antioch, CA 94509, USA"
palm bay,florida,28.0344621,-80.5886646,"2790 Palm Bay Rd NE, Palm Bay, FL 32905, USA"
high point,north carolina,35.9556923,-80.0053176,"154 S Main St, High Point, NC 27260, USA"
lowell,massachusetts,42.6334247,-71.31617179999999,"153 Hale St, Lowell, MA 01851, USA"
manchester,new hampshire,42.9956397,-71.4547891,"195 Bridge St, Manchester, NH 03104, USA"
pueblo,colorado,38.2544472,-104.6091409,"CanAm Hwy, Pueblo, CO 81004, USA"
gresham,oregon,45.5098388,-122.4347334,"390 NW Burnside Rd, Gresham, OR 97030, USA"
north charleston,south carolina,32.8771106,-80.0130514,"2500 City Hall Ln, North Charleston, SC 29406, USA"
san buenaventura (ventura),california,34.2804923,-119.2945199,"404 E Main St, Ventura, CA 93001, USA"
inglewood,california,33.9616801,-118.3531311,"202 E Manchester Blvd, Inglewood, CA 90301, USA"
pompano beach,florida,26.2378597,-80.1247667,"621 N Dixie Hwy, Pompano Beach, FL 33060, USA"
centennial,colorado,39.5807452,-104.8771726,"9445 E Dry Creek Rd, Centennial, CO 80112, USA"
west palm beach,florida,26.7153424,-80.0533746,"294 N Dixie Hwy, West Palm Beach, FL 33401, USA"
everett,washington,47.9789848,-122.2020795,"2000 Hewitt Ave, Everett, WA 98201, USA"
richmond,california,37.9357576,-122.3477486,"2235 Macdonald Ave, Richmond, CA 94801, USA"
clovis,california,36.8252277,-119.7029194,"508 4th St, Clovis, CA 93612, USA"
billings,montana,45.7832856,-108.5006904,"2415 Montana Ave, Billings, MT 59101, USA"
waterbury,connecticut,41.5581525,-73.0514965,"594 W Main St, Waterbury, CT 06702, USA"
broken arrow,oklahoma,36.060949,-95.7974526,"919 N Elm Pl, Broken Arrow, OK 74012, USA"
lakeland,florida,28.0394654,-81.9498042,"801 E Walnut St, Lakeland, FL 33801, USA"
west covina,california,34.0686208,-117.9389526,"705 S Sunset Ave, West Covina, CA 91790, USA"
boulder,colorado,40.0149856,-105.2705456,"1515 19th St, Boulder, CO 80302, USA"
daly city,california,37.6879241,-122.4702079,"95 Washington St, Daly City, CA 94014, USA"
santa maria,california,34.9530337,-120.4357191,"2220 S Broadway, Santa Maria, CA 93454, USA"
hillsboro,oregon,45.5200114,-122.9365835,"101 NE Brookwood Pkwy, Hillsboro, OR 97124, USA"
sandy springs,georgia,33.9304352,-84.3733147,"6395 Vernon Woods Dr NE, Atlanta, GA 30328, USA"
norwalk,california,33.9022367,-118.081733,"1182 Rosecrans Ave, Norwalk, CA 90650, USA"
jurupa valley,california,33.9971974,-117.4854802,"3267 Van Buren Boulevard, Riverside, CA 92509, USA"
lewisville,texas,33.046233,-96.994174,"102 W Main St, Lewisville, TX 75057, USA"
greeley,colorado,40.4233142,-104.7091322,"909-919 19th Ave, Greeley, CO 80631, USA"
davie town,florida,26.0764783,-80.25211569999999,"University D/SW 36 S, Davie, FL 33328, USA"
green bay,wisconsin,44.5133188,-88.0132958,"414 E Walnut St, Green Bay, WI 54301, USA"
tyler,texas,32.3512601,-95.30106239999999,"100 W Ferguson St, Tyler, TX 75702, USA"
league city,texas,29.5074538,-95.0949303,"111 FM518, League City, TX 77573, USA"
burbank,california,34.1808392,-118.3089661,"Burbank airport, Burbank, CA 91502, USA"
san mateo,california,37.5629917,-122.3255254,"2 E 3rd Ave, San Mateo, CA 94401, USA"
wichita falls,texas,33.9137085,-98.4933873,"Camp Graham bell, 601 Scott Ave, Wichita Falls, TX 76301, USA"
el cajon,california,32.7947731,-116.9625269,"124 S Magnolia Ave, El Cajon, CA 92020, USA"
rialto,california,34.1064001,-117.3703235,"Riverside @ Foothill Sb Fs, Rialto, CA 92376, USA"
davenport,iowa,41.5236437,-90.5776367,"416 N Harrison St, Davenport, IA 52801, USA"
south bend,indiana,41.6763545,-86.25198979999999,"Southbend airport, South Bend, IN 46601, USA"
las cruces,new mexico,32.3199396,-106.7636538,"1338 Lynx Trail, Las Cruces, NM 88001, USA"
vista,california,33.2000368,-117.2425355,"223 S Santa Fe Ave, Vista, CA 92083, USA"
renton,washington,47.4796927,-122.2079218,"300 Burnett Ave S, Renton, WA 98055, USA"
sparks,nevada,39.5349112,-119.7526886,"250 Pyramid Way, Sparks, NV 89431, USA"
allen,texas,33.1031744,-96.67055030000002,"112 W Main St, Allen, TX 75013, USA"
tuscaloosa,alabama,33.2098407,-87.56917349999999,"2436 University Blvd, Tuscaloosa, AL 35401, USA"
san angelo,texas,31.4637723,-100.4370375,"2 S Chadbourne St, San Angelo, TX 76903, USA"
vacaville,california,38.3565773,-121.9877444,"300-328 Elizabeth St, Vacaville, CA 95688, USA"
meridian,idaho,43.6121087,-116.3915131,"100 E Pine Ave, Meridian, ID 83642, USA"
kenosha,wisconsin,42.5847425,-87.82118539999999,"800 56th St, Kenosha, WI 53140, USA"
roanoke,virginia,37.2709704,-79.9414266,"18b Kirk Ave SW, Roanoke, VA 24018, USA"
albany,new york,42.6525793,-73.7562317,"Washington Ave & Hawk St - Capitol/Hawk Station, Albany, NY 12207, USA"
boca raton,florida,26.3683064,-80.1289321,"2331 FL-808, Boca Raton, FL 33431, USA"
spokane valley,washington,47.6732281,-117.2393748,"12321 E Mission Ave, Spokane Valley, WA 99216, USA"
orem,utah,40.2968979,-111.6946475,"15 State St, Orem, UT 84058, USA"
compton,california,33.8958492,-118.2200712,"298 E Compton Blvd, Compton, CA 90221, USA"
beaverton,oregon,45.4887993,-122.8013332,"12050 SW Canyon Rd, Beaverton, OR 97005, USA"
erie,pennsylvania,42.12922409999999,-80.085059,"600 State St, Erie, PA 16507, USA"
lee's summit,missouri,38.9108408,-94.3821724,"210 SW 3rd St, Lee's Summit, MO 64063, USA"
lawrence,kansas,38.9716689,-95.2352501,"636 Massachusetts St, Lawrence, KS 66044, USA"
federal way,washington,47.3223221,-122.3126222,"S 312th St & Pacific Hwy S, Federal Way, WA 98003, USA"
flint,michigan,43.0125274,-83.6874562,"815 Saginaw St, Flint, MI 48502, USA"
san marcos,california,33.1433723,-117.1661449,"236 W Mission Rd, San Marcos, CA 92069, USA"
rio rancho,new mexico,35.2327544,-106.6630437,"1500 36th Cir SE, Rio Rancho, NM 87124, USA"
sandy,utah,40.5649781,-111.8389726,"1853 E Sego Lily Dr, Sandy, UT 84092, USA"
mission viejo,california,33.5968913,-117.6581562,"27000-27060 La Paz Rd, Mission Viejo, CA 92692, USA"
brockton,massachusetts,42.0834335,-71.0183787,"34 School St, Brockton, MA 02301, USA"
yuma,arizona,32.6926512,-114.6276916,"647-699 W 19th St, Yuma, AZ 85364, USA"
south gate,california,33.954737,-118.2120161,"Firestone / State, South Gate, CA 90280, USA"
new bedford,massachusetts,41.6362152,-70.93420499999999,"44-68 Cedar St, New Bedford, MA 02740, USA"
hesperia,california,34.4263886,-117.3008784,"9646 Hesperia Rd, Hesperia, CA 92345, USA"
roswell,georgia,34.0232431,-84.3615555,"890 Atlanta St, Roswell, GA 30075, USA"
portsmouth,virginia,36.8354258,-76.2982742,"200 High St, Portsmouth, VA 23704, USA"
bend,oregon,44.0581728,-121.3153096,"Franklin at Wall, Bend, OR 97703, USA"
dearborn,michigan,42.3222599,-83.17631449999999,"13614 Michigan Ave, Dearborn, MI 48126, USA"
longmont,colorado,40.1672068,-105.1019275,"565 5th Ave, Longmont, CO 80501, USA"
sunrise,florida,26.1669711,-80.25659499999999,"7899 W Oakland Park Blvd, Sunrise, FL 33351, USA"
quincy,massachusetts,42.2528772,-71.0022705,"44 Saville Ave, Quincy, MA 02169, USA"
livonia,michigan,42.36837,-83.35270969999999,"31441 Plymouth Rd, Livonia, MI 48150, USA"
lynn,massachusetts,42.46676300000001,-70.9494938,"555 Essex St, Lynn, MA 01902, USA"
plantation,florida,26.1275862,-80.23310359999999,"480 Holly Ln, Plantation, FL 33317, USA"
lawton,oklahoma,34.6035669,-98.39592909999999,"514-548 SW D Ave, Lawton, OK 73501, USA"
yakima,washington,46.6020711,-120.5058987,"9 S 1st St, Yakima, WA 98901, USA"
nampa,idaho,43.5788175,-116.55978,"17 12th Ave S, Nampa, ID 83651, USA"
chico,california,39.7284944,-121.8374777,"3199 plummer drive, Chico, CA 95928, USA"
carson,california,33.8316745,-118.281693,"Carson St at Moneta Av, Carson, CA 90745, USA"
miami beach,florida,25.790654,-80.1300455,"1644 Collins Ave, Miami Beach, FL 33139, USA"
santa monica,california,34.0194543,-118.4911912,"802 Santa Monica Blvd, Santa Monica, CA 90401, USA"
carmel,indiana,39.978371,-86.1180435,"599 E Main St, Carmel, IN 46032, USA"
greenville,north carolina,35.612661,-77.3663538,"201 S Summit St, Greenville, NC 27858, USA"
santa barbara,california,34.4208305,-119.6981901,"100 E De La Guerra St, Santa Barbara, CA 93101, USA"
concord,north carolina,35.4087517,-80.579511,"92 Union St S, Concord, NC 28025, USA"
edmond,oklahoma,35.6528323,-97.47809540000002,"200 S Blvd, Edmond, OK 73034, USA"
asheville,north carolina,35.5950581,-82.5514869,"1 S Pack Square, Asheville, NC 28801, USA"
fishers,indiana,39.9567548,-86.01335,"8787 E 116th St, Fishers, IN 46038, USA"
redding,california,40.5865396,-122.3916754,"1289 CA-273, Redding, CA 96001, USA"
westminster,california,33.7591757,-117.9897058,"14011 Beach Blvd, Westminster, CA 92683, USA"
tracy,california,37.7396513,-121.4252227,"22 Eleventh St, Tracy, CA 95376, USA"
deltona,florida,28.9005446,-81.26367379999999,"568 E Normandy Blvd, Deltona, FL 32725, USA"
menifee,california,33.6971468,-117.185294,"27234 Pinehurst Rd, Sun City, CA 92586, USA"
san leandro,california,37.7249296,-122.1560768,"1221 E 14th St, San Leandro, CA 94577, USA"
livermore,california,37.6818745,-121.7680088,"2788 S Livermore Ave, Livermore, CA 94550, USA"
edinburg,texas,26.3017374,-98.1633432,"100-146 N 10th Ave, Edinburg, TX 78539 N 10th Ave, Edinburg, TX 78539, USA"
suffolk,virginia,36.7282054,-76.5835621,"111 W Washington St, Suffolk, VA 23434, USA"
chino,california,34.0122346,-117.688944,"13271 Central Ave, Chino, CA 91710, USA"
indio,california,33.7205771,-116.2155619,"83100 Indio Blvd, Indio, CA 92201, USA"
fall river,massachusetts,41.7014912,-71.1550451,"20 S Main St, Fall River, MA 02721, USA"
bellingham,washington,48.7519112,-122.4786854,"206 W Champion St, Bellingham, WA 98225, USA"
norwalk,connecticut,41.11774399999999,-73.4081575,"85 East Ave, Norwalk, CT 06851, USA"
newton,massachusetts,42.3370413,-71.20922139999999,"1000 Commonwealth Avenue, Newton, MA 02459, USA"
kirkland,washington,47.6768927,-122.2059833,"172 Central Way, Kirkland, WA 98033, USA"
sugar land,texas,29.6196787,-95.6349463,"8100 US-90 ALT, Sugar Land, TX 77478, USA"
reading,pennsylvania,40.3356483,-75.9268747,"525 Penn St, Reading, PA 19601, USA"
nashua,new hampshire,42.7653662,-71.46756599999999,"9 Main St, Nashua, NH 03064, USA"
fort smith,arkansas,35.3859242,-94.39854749999999,"3103 Grand Ave, Fort Smith, AR 72904, USA"
citrus heights,california,38.7071247,-121.2810611,"7754 Mariposa Ave, Citrus Heights, CA 95610, USA"
hawthorne,california,33.9164032,-118.3525748,"El Segundo Bl & Hawthorne Bl, Hawthorne, CA 90250, USA"
waukegan,illinois,42.3636331,-87.84479379999999,"Jackson/Oak Crest, Waukegan, IL 60085, USA"
o'fallon,missouri,38.8106075,-90.69984769999999,"current location, O'Fallon, MO 63366, United States"
champaign,illinois,40.1164204,-88.2433829,"Champaign City Building, 102 N Neil St, Champaign, IL 61820, USA"
ogden,utah,41.223,-111.9738304,"298 24th St, Ogden, UT 84401, USA"
whittier,california,33.9791793,-118.032844,"13363-13399 Philadelphia St, Whittier, CA 90601, USA"
redwood city,california,37.48521520000001,-122.2363548,"1201 Brewster Ave, Redwood City, CA 94062, USA"
mount pleasant town,south carolina,32.8323225,-79.82842579999999,"1902-1914 N Hwy 17, Mt Pleasant, SC 29464, USA"
clifton,new jersey,40.8584328,-74.16375529999999,"169 Oak Ridge Rd, Clifton, NJ 07013, USA"
palm coast,florida,29.5844524,-81.20786989999999,"3 Central Pl, Palm Coast, FL 32137, USA"
newport beach,california,33.6188829,-117.9298493,"3600 Newport Blvd, Newport Beach, CA 92663, USA"
duluth,minnesota,46.78667189999999,-92.1004852,"100 W 1st St, Duluth, MN 55802, USA"
bloomington,minnesota,44.840798,-93.2982799,"1498 W 90th St, Bloomington, MN 55431, USA"
alhambra,california,34.095287,-118.1270146,"Main / Garfield, Alhambra, CA 91801, USA"
fayetteville,arkansas,36.082156,-94.17185420000001,"896 W Lawson St, Fayetteville, AR 72703, USA"
danbury,connecticut,41.394817,-73.4540111,"10 Library Pl, Danbury, CT 06810, USA"
hemet,california,33.7475203,-116.9719684,"172-100 S Inez St, Hemet, CA 92543, USA"
bloomington,indiana,39.165325,-86.52638569999999,"IU Maurer School of Law, 211 S Indiana Ave, Bloomington, IN 47405, USA"
trenton,new jersey,40.2205824,-74.759717,"300 E State St, Trenton, NJ 08608, USA"
hoover,alabama,33.4053867,-86.8113781,"2 Chase Corporate Center Dr, Hoover, AL 35226, USA"
largo,florida,27.9094665,-82.7873244,"716 Seminole Blvd, Largo, FL 33770, USA"
mission,texas,26.2159066,-98.32529319999999,"1000 N Conway Ave, Mission, TX 78572, USA"
st. george,utah,37.0965278,-113.5684164,"60 100 E, St. George, UT 84770, USA"
conroe,texas,30.3118769,-95.45605119999999,"101 E Davis St, Conroe, TX 77301, USA"
johns creek,georgia,34.0289259,-84.198579,"310 Morgan Hill Ct, Johns Creek, GA 30022, USA"
lake forest,california,33.6469437,-117.6861023,"Lake Forest-Trabuco, Lake Forest, CA 92630, USA"
avondale,arizona,33.4355977,-112.3496021,"14 E Western Ave, Avondale, AZ 85323, USA"
bryan,texas,30.6743643,-96.3699632,"101 N Texas Ave, Bryan, TX 77803, USA"
troy,michigan,42.6064095,-83.1497751,"5977 Livernois Rd, Troy, MI 48098, USA"
santa fe,new mexico,35.6869752,-105.937799,"646 W San Francisco St, Santa Fe, NM 87501, USA"
merced,california,37.3021632,-120.4829677,"1731 Canal St, Merced, CA 95340, USA"
buena park,california,33.8674044,-117.9981387,"Beach-Auto Center Drive, Buena Park, CA 90621, USA"
pleasanton,california,37.6624312,-121.8746789,"652 Main St, Pleasanton, CA 94566, USA"
cicero town,illinois,41.8455877,-87.7539448,"2504 S Laramie Ave, Cicero, IL 60804, USA"
sioux city,iowa,42.4963416,-96.40494079999999,"600 Pierce St, Sioux City, IA 51101, USA"
melbourne,florida,28.0836269,-80.60810889999999,"800 E Seminole Ave, Melbourne, FL 32901, USA"
medford,oregon,42.3265152,-122.8755949,"161 N Fir St, Medford, OR 97501, USA"
westland,michigan,42.32420399999999,-83.400211,"36435 Ford Rd, Westland, MI 48185, USA"
kennewick,washington,46.2086683,-119.119948,"127 W Kennewick Ave, Kennewick, WA 99336, USA"
longview,texas,32.5007037,-94.74048909999999,"200 US-80, Longview, TX 75601, USA"
mountain view,california,37.3860517,-122.0838511,"790 W El Camino Real, Mountain View, CA 94040, USA"
somerville,massachusetts,42.3875968,-71.0994968,"109 Highland Ave, Somerville, MA 02143, USA"
cranston,rhode island,41.7798226,-71.4372796,"899 Park Ave, Cranston, RI 02910, USA"
farmington hills,michigan,42.4989936,-83.3677168,"32224 West 12 Mile Road, Farmington Hills, MI 48334, USA"
lynchburg,virginia,37.4137536,-79.14224639999999,"900 Church St, Lynchburg, VA 24504, USA"
lakewood,california,33.8536269,-118.1339563,"5247 Clark Ave, Lakewood, CA 90712, USA"
warwick,rhode island,41.7001009,-71.4161671,"181 Spring Grove Ave, Warwick, RI 02889, USA"
auburn,washington,47.30732279999999,-122.2284532,"102 E Main St, Auburn, WA 98002, USA"
brooklyn park,minnesota,45.0941315,-93.3563405,"Zane Ave N & Brooklyn Blvd, Brooklyn Park, MN 55443, USA"
deerfield beach,florida,26.3184123,-80.09976569999999,"185 E Hillsboro Blvd, Deerfield Beach, FL 33441, USA"
tustin,california,33.7420005,-117.8236391,"100 W Main St, Tustin, CA 92780, USA"
chino hills,california,33.9898188,-117.7325848,"3316 Eucalyptus Ave, Chino Hills, CA 91709, USA"
lawrence,massachusetts,42.7070354,-71.1631137,"370 Essex St, Lawrence, MA 01840, USA"
new rochelle,new york,40.9114882,-73.7823549,"270 North Ave, New Rochelle, NY 10801, USA"
fort myers,florida,26.640628,-81.8723084,"104 Tamiami Trail, Fort Myers, FL 33901, USA"
goodyear,arizona,33.4353394,-112.3576567,"101 W Western Ave, Avondale, AZ 85323, USA"
napa,california,38.2975381,-122.286865,"853 Coombs St, Napa, CA 94559, USA"
springdale,arkansas,36.18674420000001,-94.1288141,"208-298 E Johnson Ave, Springdale, AR 72764, USA"
pharr,texas,26.1947962,-98.1836216,"100 W U.S. Hwy 83, Pharr, TX 78577, USA"
manteca,california,37.7974273,-121.2160526,"127 E Yosemite Ave, Manteca, CA 95336, USA"
alameda,california,37.7652065,-122.2416355,"Santa Clara Av:Park St, Alameda, CA 94501, USA"
parma,ohio,41.4047742,-81.7229086,"5403 Snow Rd, Parma, OH 44129, USA"
new braunfels,texas,29.7030024,-98.1244531,"770 S Interstate 35, New Braunfels, TX 78130, USA"
plymouth,minnesota,45.0105194,-93.4555093,"13888 Olson Memorial Hwy, Plymouth, MN 55441, USA"
franklin,tennessee,35.9250637,-86.8688899,"106 3rd Ave N, Franklin, TN 37064, USA"
milpitas,california,37.4323341,-121.8995741,"419 CA-237, Milpitas, CA 95035, USA"
folsom,california,38.6779591,-121.1760583,"600-698 Sutter St, Folsom, CA 95630, USA"
bloomington,illinois,40.4842027,-88.99368729999999,"615 N Main St, Bloomington, IL 61701, USA"
perris,california,33.7825194,-117.2286478,"359-325 S D St, Perris, CA 92570, USA"
bellflower,california,33.8816818,-118.1170117,"17053 Bellflower Bike Trail, Bellflower, CA 90706, USA"
boynton beach,florida,26.5317866,-80.0905465,"1790 N Congress Ave, Boynton Beach, FL 33426, USA"
scranton,pennsylvania,41.408969,-75.66241219999999,"200-298 N Washington Ave, Scranton, PA 18503, USA"
racine,wisconsin,42.7261309,-87.78285230000002,"614 Main St, Racine, WI 53403, USA"
lake charles,louisiana,30.2265949,-93.2173758,"949 Ryan St, Lake Charles, LA 70601, USA"
upland,california,34.09751,-117.6483876,"308B N 2nd Ave, Upland, CA 91786, USA"
baytown,texas,29.7355047,-94.97742740000001,"810 W Texas Ave, Baytown, TX 77520, USA"
loveland,colorado,40.3977612,-105.0749801,"601 Cleveland Ave, Loveland, CO 80537, USA"
layton,utah,41.0602216,-111.9710529,"280 W Gentile St, Layton, UT 84041, USA"
flower mound town,texas,33.0145673,-97.0969552,"2200 Whispering Oaks, Flower Mound, TX 75022, USA"
hammond,indiana,41.5833688,-87.5000412,"7141 Columbia Ave, Hammond, IN 46324, USA"
gastonia,north carolina,35.262082,-81.18730049999999,"176 W Franklin Blvd, Gastonia, NC 28052, USA"
st. joseph,missouri,39.7674578,-94.84668099999999,"1001 Francis St, St Joseph, MO 64501, USA"
baldwin park,california,34.0852868,-117.9608978,"3972 Maine Ave, Baldwin Park, CA 91706, USA"
gary,indiana,41.6020403,-87.3371523,"10 E 5th Ave, Gary, IN 46402, USA"
wyoming,michigan,42.9133602,-85.7053085,"2801 Burlingame Ave SW, Wyoming, MI 49519, USA"
san ramon,california,37.7799273,-121.9780153,"San Ramon Valley Blvd Between Fostoria Way, San Ramon, CA 94583, USA"
jonesboro,arkansas,35.84229670000001,-90.704279,"201-299 S Main St, Jonesboro, AR 72401, USA"
kalamazoo,michigan,42.2917069,-85.5872286,"348 W Michigan Ave, Kalamazoo, MI 49007, USA"
iowa city,iowa,41.6611277,-91.5301683,"10 S Gilbert St, Iowa City, IA 52240, USA"
bethlehem,pennsylvania,40.6259316,-75.37045789999999,"833 Linden St, Bethlehem, PA 18018, USA"
cedar park,texas,30.505198,-97.8202888,"406 Old Mill Rd, Cedar Park, TX 78613, USA"
arlington heights village,illinois,42.0883603,-87.98062650000001,"112 E Euclid Ave, Arlington Heights, IL 60004, USA"
union city,california,37.5933918,-122.0438298,"Alvarado-Niles Rd & Dowe Av, Union City, CA 94587, USA"
bolingbrook village,illinois,41.69864159999999,-88.0683955,"Rte 53 & Briarcliff Rd, Bolingbrook, IL 60440, USA"
warner robins,georgia,32.6130007,-83.624201,"205 S Pleasant Hill Rd, Warner Robins, GA 31088, USA"
evanston,illinois,42.0450722,-87.68769689999999,"1511 Ridge Ave, Evanston, IL 60201, USA"
appleton,wisconsin,44.2619309,-88.41538469999999,"638 W College Ave, Appleton, WI 54911, USA"
camden,new jersey,39.9259463,-75.1196199,"1535 Broadway, Camden, NJ 08104, USA"
temple,texas,31.0982344,-97.342782,"18 N 3rd St, Temple, TX 76501, USA"
missouri city,texas,29.6185669,-95.5377215,"1531 Hwy 90 Alt, Missouri City, TX 77489, USA"
rapid city,south dakota,44.0805434,-103.2310149,"803 St Joseph St, Rapid City, SD 57701, USA"
rochester hills,michigan,42.65836609999999,-83.1499322,"805 Dickson Ln, Rochester Hills, MI 48307, USA"
schaumburg village,illinois,42.0333607,-88.0834059,"314 N Pleasant Dr, Schaumburg, IL 60194, USA"
rancho cordova,california,38.5890723,-121.302728,"10400-10416 Folsom Blvd, Rancho Cordova, CA 95670, USA"
turlock,california,37.4946568,-120.8465941,"111 N Golden State Blvd, Turlock, CA 95380, USA"
missoula,montana,46.8721284,-113.9940314,"248 N Higgins Ave, Missoula, MT 59802, USA"
southfield,michigan,42.4733688,-83.2218731,"18100-18130 W 10 Mile Rd, Southfield, MI 48075, USA"
albany,georgia,31.5785074,-84.15574099999999,"323-399 Pine Ave, Albany, GA 31701, USA"
apple valley town,california,34.5008311,-117.1858759,"21910 Outer Hwy 18 N, Apple Valley, CA 92307, USA"
rock hill,south carolina,34.9248667,-81.02507840000001,"223 E Main St, Rock Hill, SC 29730, USA"
pasco,washington,46.2305049,-119.0922316,"430 W Lewis St, Pasco, WA 99301, USA"
bismarck,north dakota,46.8083268,-100.7837392,"514 E Thayer Ave, Bismarck, ND 58501, USA"
new britain,connecticut,41.6612104,-72.7795419,"110 Franklin Square, New Britain, CT 06051, USA"
waukesha,wisconsin,43.0116784,-88.2314813,"294 W Main St, Waukesha, WI 53186, USA"
jacksonville,north carolina,34.7540524,-77.4302414,"111 US-17 BUS, Jacksonville, NC 28540, USA"
lafayette,indiana,40.4167022,-86.87528689999999,"12 Grant St, Lafayette, IN 47904, USA"
decatur,illinois,39.8403147,-88.9548001,"101-199 E Wood St, Decatur, IL 62523, USA"
pittsburg,california,38.0279762,-121.8846806,"160 E 10th St, Pittsburg, CA 94565, USA"
pawtucket,rhode island,41.878711,-71.38255579999999,"119 Roosevelt Rd, Cumberland, RI 02864, USA"
flagstaff,arizona,35.1982836,-111.651302,"122 US-180, Flagstaff, AZ 86001, USA"
lauderhill,florida,26.1403635,-80.2133808,"4721 NW 12th St, Lauderhill, FL 33313, USA"
gulfport,mississippi,30.3674198,-89.0928155,"1300-1310 25th Ave, Gulfport, MS 39501, USA"
redlands,california,34.0555693,-117.1825381,"18 E Citrus Ave, Redlands, CA 92373, USA"
frederick,maryland,39.41426879999999,-77.4105409,"3 E Patrick St, Frederick, MD 21701, USA"
passaic,new jersey,40.8567662,-74.1284764,"Passaic Ave at Paulison Ave, Passaic, NJ 07055, USA"
wilmington,delaware,39.744655,-75.5483909,"838 N Market St, Wilmington, DE 19801, USA"
kissimmee,florida,28.2919557,-81.40757099999999,"Robards Number Four Heliport, Kissimmee, FL 34746, USA"
lynwood,california,33.930293,-118.2114603,"11171 Long Beach Blvd, Lynwood, CA 90262, USA"
maple grove,minnesota,45.0724642,-93.4557877,"6439 Berkshire Ln N, Maple Grove, MN 55311, USA"
south jordan,utah,40.5621704,-111.929658,"South Jordan Pkwy @ 1330 W, South Jordan, UT 84095, USA"
weston,florida,26.1003654,-80.3997748,"33332, Weston, FL 33327, United States"
canton,ohio,40.79894729999999,-81.378447,"101-199 Mckinley Ave SW, Canton, OH 44702, USA"
georgetown,texas,30.6332618,-97.6779842,"1202 S Austin Ave, Georgetown, TX 78626, USA"
north richland hills,texas,32.8342952,-97.2289029,"4800 Blaney Ave, North Richland Hills, TX 76180, USA"
union city,new jersey,40.7795455,-74.02375119999999,"4501 Bergenline Ave, Union City, NJ 07087, USA"
st. charles,missouri,38.7881062,-90.4974359,"1714 Watson St, St Charles, MO 63301, USA"
homestead,florida,25.4687224,-80.4775569,"180 S Flagler Ave, Homestead, FL 33030, USA"
walnut creek,california,37.9100783,-122.0651819,"2225 N Main St, Walnut Creek, CA 94596, USA"
