city,state,latitude,longitude,reverse_address
woodbury,minnesota,44.9238552,-92.9593797,"1670 Queens Dr, Woodbury, MN 55125, USA"
davis,california,38.5449065,-121.7405167,"615 3rd St, Davis, CA 95616, USA"
mansfield,texas,32.5631924,-97.1416768,"100 E Broad St, Mansfield, TX 76063, USA"
marysville,washington,48.0517637,-122.1770818,"318 State Ave, Marysville, WA 98270, USA"
delray beach,florida,26.4614625,-80.0728201,"4 E Atlantic Ave, Delray Beach, FL 33444, USA"
gaithersburg,maryland,39.1434406,-77.2013705,"120 MD-355, Gaithersburg, MD 20877, USA"
mount vernon,new york,40.9125992,-73.8370786,"9 Gramatan Ave, Mt Vernon, NY 10550, USA"
palatine village,illinois,42.1103041,-88.03424000000001,"10 E Northwest Hwy, Palatine, IL 60067, USA"
muncie,indiana,40.1933767,-85.3863599,"105 E Main St, Muncie, IN 47305, USA"
eau claire,wisconsin,44.811349,-91.4984941,"333 Gibson St, Eau Claire, WI 54701, USA"
bossier city,louisiana,32.5159852,-93.7321228,"701 Barksdale Blvd, Bossier City, LA 71111, USA"
buckeye,arizona,33.3703197,-112.5837766,"517 Monroe Ave, Buckeye, AZ 85326, USA"
rockville,maryland,39.0839973,-77.1527578,"S Washington St & Court House Sq, Rockville, MD 20850, USA"
broomfield,colorado,39.9205411,-105.0866504,"300 Nickel St, Broomfield, CO 80020, USA"
yorba linda,california,33.88850350000001,-117.8132571,"18992 Yorba Linda Blvd, Yorba Linda, CA 92886, USA"
greenville,south carolina,34.85261759999999,-82.3940104,"304 N Church St, Greenville, SC 29601, USA"
dothan,alabama,31.2232313,-85.3904888,"214 E Main St, Dothan, AL 36301, USA"
daytona beach,florida,29.2108147,-81.0228331,"301 US-92, Daytona Beach, FL 32114, USA"
st. cloud,minnesota,45.5579451,-94.16324039999999,"1010 10th Ave S, St Cloud, MN 56301, USA"
redondo beach,california,33.8491816,-118.3884078,"501 Beryl St, Redondo Beach, CA 90277, USA"
camarillo,california,34.2163937,-119.0376023,"2402 Ventura Blvd, Camarillo, CA 93010, USA"
waterloo,iowa,42.492786,-92.34257749999999,"503 W 4th St, Waterloo, IA 50701, USA"
kenner,louisiana,29.9940924,-90.2417434,"Williams at 21st St., Kenner, LA 70062, USA"
south san francisco,california,37.654656,-122.4077498,"296 Airport Blvd, South San Francisco, CA 94080, USA"
bayonne,new jersey,40.6687141,-74.1143091,"631 Broadway, Bayonne, NJ 07002, USA"
palo alto,california,37.4418834,-122.1430195,"668 Coleridge Ave, Palo Alto, CA 94301, USA"
victoria,texas,28.8052674,-97.0035982,"210 N Main St, Victoria, TX 77901, USA"
bowling green,kentucky,36.9685219,-86.4808043,"2401-2417 KY-80, Bowling Green, KY 42101, USA"
portland,maine,43.6590993,-70.2568189,"Congress St +, Exchange St, Portland, ME 04101, United States"
yuba city,california,39.1404477,-121.6169108,"444 Colusa Ave, Yuba City, CA 95991, USA"
jackson,tennessee,35.6145169,-88.81394689999999,"457 E Main St, Jackson, TN 38301, USA"
oshkosh,wisconsin,44.0247062,-88.5426136,"651 US-45, Oshkosh, WI 54901, USA"
eagan,minnesota,44.8041322,-93.1668858,"4216 Pilot Knob Rd, Eagan, MN 55123, USA"
ames,iowa,42.0307812,-93.63191309999999,"Brookside Park, 1325 6th St, Ames, IA 50010, USA"
rogers,arkansas,36.3320196,-94.1185366,"214 W Elm St, Rogers, AR 72756, USA"
lake elsinore,california,33.6680772,-117.3272615,"104 N Main St, Lake Elsinore, CA 92530, USA"
johnson city,tennessee,36.3134397,-82.3534727,"385 Cherry St, Johnson City, TN 37615, USA"
laguna niguel,california,33.5236744,-117.7149438,"30250 Crown Valley Pkwy, Laguna Niguel, CA 92677, USA"
north port,florida,27.044224,-82.2359254,"14299 Tamiami Trail, North Port, FL 34287, USA"
north little rock,arkansas,34.769536,-92.2670941,"1608 Main St, North Little Rock, AR 72114, USA"
lodi,california,38.1341477,-121.2722194,"1 E Pine St, Lodi, CA 95240, USA"
alpharetta,georgia,34.0753762,-84.2940899,"10405 Old Roswell Rd, Alpharetta, GA 30022, USA"
conway,arkansas,35.0886963,-92.4421011,"1319 Main St, Conway, AR 72034, USA"
tamarac,florida,26.2128609,-80.2497707,"7272 Papaya Way, Tamarac, FL 33321, USA"
schenectady,new york,42.8142432,-73.9395687,"105 Jay St, Schenectady, NY 12305, USA"
west des moines,iowa,41.5638902,-93.75938409999999,"4200 Mills Civic Pkwy, West Des Moines, IA 50265, USA"
shawnee,kansas,39.02284849999999,-94.7151865,"11115 Johnson Dr, Shawnee, KS 66203, USA"
madera,california,36.9613356,-120.0607176,"100 N Gateway Dr, Madera, CA 93637, USA"
harlingen,texas,26.1906306,-97.69610259999999,"302 S Commerce St, Harlingen, TX 78550, USA"
east orange,new jersey,40.767323,-74.2048677,"23 Parkway Dr, East Orange, NJ 07017, USA"
san clemente,california,33.4273521,-117.6126004,"99 Avenida Del Mar, San Clemente, CA 92672, USA"
santa cruz,california,36.9741171,-122.0307963,"598 Chestnut St, Santa Cruz, CA 95060, USA"
jupiter town,florida,26.9342246,-80.0942087,"100 W Indiantown Rd, Jupiter, FL 33458, USA"
wellington village,florida,26.6617635,-80.2683571,"13998 Wellington Trace, Wellington, FL 33414, USA"
rocklin,california,38.7907339,-121.2357828,"5175 Pacific St, Rocklin, CA 95677, USA"
youngstown,ohio,41.0997803,-80.6495194,"3545 Market St, Youngstown, OH 44503, USA"
blaine,minnesota,45.1607987,-93.23494889999999,"1400 105th Ave NE, Blaine, MN 55434, USA"
sammamish,washington,47.61626829999999,-122.0355736,"740 228th Ave NE, Sammamish, WA 98074, USA"
eden prairie,minnesota,44.8546856,-93.47078599999999,"15201 Scenic Heights Rd, Eden Prairie, MN 55344, USA"
janesville,wisconsin,42.6827885,-89.0187222,"51 S Main St, Janesville, WI 53545, USA"
redmond,washington,47.6739881,-122.121512,"16598-16412 NE 79th St, Redmond, WA 98052, USA"
skokie village,illinois,42.0324025,-87.7416246,"8320 Kolmar Ave, Skokie, IL 60076, USA"
auburn,alabama,32.6098566,-85.48078249999999,"224 N College St, Auburn, AL 36830, USA"
tulare,california,36.2077288,-119.3473379,"115 E Tulare Ave, Tulare, CA 93274, USA"
lorain,ohio,41.452819,-82.1823746,"1854 Hamilton Ave, Lorain, OH 44052, USA"
lakeville,minnesota,44.6496868,-93.24271999999999,"PO Box 1217 (see website, Lakeville, MN 55044, United States"
haverhill,massachusetts,42.7762015,-71.0772796,"9 MA-125, Haverhill, MA 01830, USA"
cheyenne,wyoming,41.1399814,-104.8202462,"2320 Capitol Ave, Cheyenne, WY 82001, USA"
pico rivera,california,33.9830688,-118.096735,"6750 Rosemead Blvd, Pico Rivera, CA 90660, USA"
pflugerville,texas,30.4548451,-97.6222665,"806 Black Locust Drive East, Pflugerville, TX 78660, USA"
eastvale,california,33.952463,-117.5848025,"7468 Sungold Ave, Eastvale, CA 92880, USA"
port orange,florida,29.1383165,-80.9956105,"535 Locust St, Port Orange, FL 32127, USA"
montebello,california,34.0165053,-118.1137535,"1301-1411 W Harding Ave, Montebello, CA 90640, USA"
encinitas,california,33.0369867,-117.2919818,"1163 S Coast Hwy 101, Encinitas, CA 92024, USA"
san marcos,texas,29.8832749,-97.9413941,"4015 IH 35 S STE# 328, San Marcos, TX 78666, USA"
rowlett,texas,32.9029017,-96.56388,"4011 Main St, Rowlett, TX 75088, USA"
lehi,utah,40.3916172,-111.8507662,"86 W 300 N, Lehi, UT 84043, USA"
coon rapids,minnesota,45.1732394,-93.30300629999999,"11155 Robinson Dr, Minneapolis, MN 55433, USA"
grand junction,colorado,39.0638705,-108.5506486,"1301 Pitkin Ave, Grand Junction, CO 81501, USA"
la habra,california,33.9318591,-117.946137,"110 W La Habra Blvd, La Habra, CA 90631, USA"
waltham,massachusetts,42.3764852,-71.2356113,"627 Main St, Waltham, MA 02452, USA"
brentwood,california,37.931868,-121.6957863,"Brentwood Blvd & Oak St, Brentwood, CA 94513, USA"
ankeny,iowa,41.7317884,-93.6001278,"101 S Ankeny Blvd, Ankeny, IA 50023, USA"
springfield,oregon,44.0462362,-123.0220289,"141 Pioneer Pkwy E, Springfield, OR 97477, USA"
council bluffs,iowa,41.2619444,-95.8608333,"1146-1198, US-6, Council Bluffs, IA 51501, United States"
castle rock town,colorado,39.3722121,-104.8560902,"222 Cantril St, Castle Rock, CO 80104, USA"
north miami,florida,25.8900949,-80.1867138,"NE 125 St & 6 Av, North Miami, FL 33161, USA"
hamilton,ohio,39.3995008,-84.5613355,"219 High St, Hamilton, OH 45011, USA"
noblesville,indiana,40.0455917,-86.0085955,"1309 Conner St, Noblesville, IN 46060, USA"
moore,oklahoma,35.3395079,-97.48670279999999,"200 N Broadway St, Moore, OK 73160, USA"
burnsville,minnesota,44.7677424,-93.27772259999999,"Nicollet Av at 130 St SE corner, Burnsville, MN 55337, USA"
national city,california,32.6781085,-117.0991967,"999-701 I Ave, National City, CA 91950, USA"
taylor,michigan,42.240872,-83.2696509,"Telegraph @ Wick Road, Taylor, MI 48180, USA"
malden,massachusetts,42.4250964,-71.066163,"229 MA-60, Malden, MA 02148, USA"
doral,florida,25.8195424,-80.3553302,"9816 NW 51st Terrace, Doral, FL 33178, USA"
idaho falls,idaho,43.49266069999999,-112.0407584,"401 Park Ave, Idaho Falls, ID 83402, USA"
marietta,georgia,33.95260200000001,-84.5499327,"99 S Park Square NE, Marietta, GA 30060, USA"
monterey park,california,34.0625106,-118.1228476,"Garvey / Garfield, Monterey Park, CA, USA"
coconut creek,florida,26.2517482,-80.17893509999999,"3205 Portofino Point, Coconut Creek, FL 33066, USA"
dublin,california,37.7021521,-121.9357918,"7007 San Ramon Rd, Dublin, CA 94568, USA"
petaluma,california,38.232417,-122.6366524,"201 Petaluma Blvd S, Petaluma, CA 94952, USA"
cupertino,california,37.3229978,-122.0321823,"20451 Stevens Creek Blvd, Cupertino, CA 95014, USA"
terre haute,indiana,39.4667034,-87.41390919999999,"201 Cherry St, Terre Haute, IN 47807, USA"
utica,new york,43.100903,-75.232664,"200 Genesee St, Utica, NY 13501, USA"
vineland,new jersey,39.4863773,-75.02596369999999,"1255 W Landis Ave, Vineland, NJ 08360, USA"
lakewood,washington,47.1717649,-122.518458,"9501-9509 Gravelly Lake Dr SW, Lakewood, WA 98499, USA"
gardena,california,33.8883487,-118.3089624,"Redondo Beach Bl & Western Ave, Gardena, CA 90247, USA"
bristol,connecticut,41.67176480000001,-72.9492703,"West St and School St, Bristol, CT 06010, USA"
millcreek,utah,40.6868914,-111.8754907,"554 E 3900 S, Murray, UT 84107, USA"
la mesa,california,32.7678287,-117.0230839,"8118 University Ave, La Mesa, CA 91942, USA"
woodland,california,38.67851570000001,-121.7732971,"300 1st St, Woodland, CA 95695, USA"
taylorsville,utah,40.66772479999999,-111.9388258,"4700 S Redwood Rd, Salt Lake City, UT 84118, USA"
west allis,wisconsin,43.0166806,-88.0070315,"Greenfield & S76 #1710, West Allis, WI 53214, USA"
meriden,connecticut,41.5381535,-72.80704349999999,"110 W Main St, Meriden, CT 06451, USA"
chapel hill town,north carolina,35.9131996,-79.0558445,"22 S Columbia St, Chapel Hill, NC 27514, USA"
pontiac,michigan,42.6389216,-83.29104679999999,"50 N Perry St, Pontiac, MI 48342, USA"
novi,michigan,42.48059,-83.4754913,"25972 Novi Rd, Novi, MI 48375, USA"
lancaster,pennsylvania,40.0378755,-76.3055144,"2 E King St, Lancaster, PA 17602, USA"
st. clair shores,michigan,42.4974085,-82.89636039999999,"27810 Gladstone St, St Clair Shores, MI 48081, USA"
owensboro,kentucky,37.7719074,-87.1111676,"424 Allen St, Owensboro, KY 42303, USA"
sanford,florida,28.8028612,-81.269453,"211 W 11th St, Sanford, FL 32771, USA"
springfield,ohio,39.9242266,-83.8088171,"1 E Main St, Springfield, OH 45502, USA"
porterville,california,36.06523,-119.0167679,"8 W Olive Ave, Porterville, CA 93257, USA"
royal oak,michigan,42.4894801,-83.1446485,"108 S Main St, Royal Oak, MI 48067, USA"
ocala,florida,29.1871986,-82.14009229999999,"333-399 W Silver Springs Blvd, Ocala, FL 34475, USA"
bartlett,tennessee,35.2045328,-89.8739753,"5680 TN-15, Bartlett, TN 38134, USA"
san rafael,california,37.9735346,-122.5310874,"1314 4th St, San Rafael, CA 94901, USA"
white plains,new york,41.03398620000001,-73.7629097,"1133 Westchester Ave, White Plains, NY 10605, USA"
great falls,montana,47.5052849,-111.3007715,"410 Central Ave, Great Falls, MT 59401, USA"
bowie,maryland,39.0067768,-76.77913649999999,"8602 Chestnut Ave, Bowie, MD 20715, USA"
huntington park,california,33.9816812,-118.2250725,"Gage / Pacific, Huntington Park, CA 90255, USA"
arcadia,california,34.1397292,-118.0353449,"100 W Huntington Dr, Arcadia, CA 91007, USA"
orland park village,illinois,41.6303103,-87.85394250000002,"14300 96th Ave, Orland Park, IL 60462, USA"
margate,florida,26.2445263,-80.206436,"1301 E River Dr, Margate, FL 33063, USA"
dubuque,iowa,42.5005583,-90.66457179999999,"698 Central Ave, Dubuque, IA 52001, USA"
des plaines,illinois,42.0333623,-87.88339909999999,"1637 Henry Ave, Des Plaines, IL 60016, USA"
santee,california,32.8383828,-116.9739167,"Mission Gorge Rd & Cottonwood Av, Santee, CA 92071, USA"
corvallis,oregon,44.5645659,-123.2620435,"200 SW 4th St, Corvallis, OR 97330, USA"
kokomo,indiana,40.486427,-86.13360329999999,"217 W Sycamore St, Kokomo, IN 46901, USA"
casper,wyoming,42.8500769,-106.3251749,"106 S Center St, Casper, WY 82601, USA"
medford,massachusetts,42.4184296,-71.1061639,"85 George P Hassett Dr, Medford, MA 02155, USA"
gilroy,california,37.0057816,-121.5682751,"7353 Monterey Rd, Gilroy, CA 95020, USA"
hendersonville,tennessee,36.3047735,-86.6199957,"239 W Main St, Hendersonville, TN 37075, USA"
greenwood,indiana,39.6136578,-86.10665259999999,"1 West Main Street, Greenwood, IN 46142, USA"
midwest city,oklahoma,35.4495065,-97.3967019,"SE 15th St @ Felix Pl, Midwest City, OK 73110, USA"
st. peters,missouri,38.7874699,-90.6298922,"48 Plaza Ninety-Four Dr, St Peters, MO 63376, United States"
taunton,massachusetts,41.900101,-71.0897674,"http://dhfo.org/, 33 Summer St, Taunton, MA 02780, USA"
new brunswick,new jersey,40.4862157,-74.4518188,"239 Delavan St, New Brunswick, NJ 08901, USA"
grand forks,north dakota,47.9252568,-97.0328547,"102 N 4th St, Grand Forks, ND 58203, USA"
sarasota,florida,27.3364347,-82.53065269999999,"2005 Main St, Sarasota, FL 34237, USA"
smyrna,georgia,33.8839926,-84.51437609999999,"1323 Spring St, Smyrna, GA 30080, USA"
tinley park village,illinois,41.5731442,-87.7932939,"17440 IL-43, Tinley Park, IL 60477, USA"
diamond bar,california,34.0286226,-117.8103367,"504 N Diamond Bar Blvd, Diamond Bar, CA 91765, USA"
weymouth town,massachusetts,42.2180724,-70.94103559999999,"490 Broad St, Weymouth, MA 02188, USA"
bradenton,florida,27.4989278,-82.5748194,"1301 1st Ave W, Bradenton, FL 34205, USA"
hanford,california,36.3274502,-119.6456844,"219 N Douty St, Hanford, CA 93230, USA"
fountain valley,california,33.7090212,-117.9544069,"Brookhurst-Slater, Fountain Valley, CA 92708, USA"
richland,washington,46.28042000000001,-119.2751996,"590 Swift Blvd, Richland, WA 99352, USA"
huntersville town,north carolina,35.410694,-80.84285040000002,"101 NC-115, Huntersville, NC 28078, USA"
shoreline,washington,47.7559659,-122.3456972,"Aurora Ave N & N 175th St, Shoreline, WA 98133, USA"
bonita springs,florida,26.339806,-81.7786972,"10520 Reynolds St, Bonita Springs, FL 34135, USA"
oak lawn village,illinois,41.719978,-87.7479528,"5102 Museum Drive, Oak Lawn, IL 60453, USA"
valdosta,georgia,30.8327022,-83.2784851,"205 N Ashley St, Valdosta, GA 31601, USA"
novato,california,38.1074198,-122.5697032,"997 Grant Ave, Novato, CA 94945, USA"
commerce city,colorado,39.8083196,-104.9338675,"6112-6290 Clermont St, Commerce City, CO 80022, USA"
hempstead village,new york,40.7062128,-73.6187397,"145 Peninsula Blvd, Hempstead, NY 11550, USA"
dearborn heights,michigan,42.3369816,-83.27326269999999,"Telegraph @ Richardson, Dearborn Heights, MI 48127, USA"
berwyn,illinois,41.85058739999999,-87.7936685,"6806 W Cermak Rd, Berwyn, IL 60402, USA"
chicopee,massachusetts,42.1487043,-72.6078672,"2 Springfield St, Chicopee, MA 01013, USA"
port arthur,texas,29.8849504,-93.93994699999999,"1228 15th St, Port Arthur, TX 77640, USA"
casa grande,arizona,32.9110027,-111.7733902,"Sawgrass Ct, Casa Grande, AZ 85122, USA"
highland,california,34.1283442,-117.2086513,"27265 Pacific St, Highland, CA 92346, USA"
pocatello,idaho,42.8621042,-112.4506191,"100 N Main St, Pocatello, ID 83204, USA"
kettering,ohio,39.68950359999999,-84.1688274,"2 W Stroop Rd, Kettering, OH 45429, USA"
euless,texas,32.8370727,-97.08195409999999,"100 TX-10, Euless, TX 76040, USA"
hoboken,new jersey,40.7439905,-74.0323626,"533 Willow Ave, Hoboken, NJ 07030, USA"
anderson,indiana,40.1053196,-85.6802541,"30 W 11th St, Anderson, IN 46016, USA"
palm beach gardens,florida,26.8233946,-80.13865469999999,"1048 Diamond Head Way, Palm Beach Gardens, FL 33418, USA"
blue springs,missouri,39.0169509,-94.2816148,"1405 SW Walnut St, Blue Springs, MO 64015, USA"
paramount,california,33.8894598,-118.1597911,"15754 Paramount Blvd, Paramount, CA 90723, USA"
west haven,connecticut,41.2705484,-72.9469711,"425 Washington Ave, West Haven, CT 06516, USA"
manhattan,kansas,39.18360819999999,-96.57166939999999,"1000 Fremont St, Manhattan, KS 66502, USA"
colton,california,34.0739016,-117.3136547,"816 Colton Ave, Colton, CA 92324, USA"
carson,nevada,39.1637984,-119.7674034,"100 W 2nd St, Carson City, NV 89701, USA"
caldwell,idaho,43.66293839999999,-116.6873596,"347 S 10th Ave, Caldwell, ID 83605, USA"
cathedral city,california,33.7805388,-116.4668036,"68895 Perez Road Units 1-4, Cathedral City, CA 92234, United States"
rosemead,california,34.0805651,-118.072846,"9000 Valley Blvd, Rosemead, CA 91770, USA"
rocky mount,north carolina,35.9382103,-77.7905339,"375 E Raleigh Blvd, Rocky Mount, NC 27801, USA"
stonecrest,georgia,33.7009727,-84.1718743,"Minola Dr @ Panola Rd, Stonecrest, GA 30038, USA"
lake havasu city,arizona,34.483901,-114.3224548,"101 Mescal Loop, Lake Havasu City, AZ 86403, USA"
decatur,alabama,34.6059253,-86.9833417,"477-499 Lee St NE, Decatur, AL 35601, USA"
normal town,illinois,40.5142026,-88.9906312,"306 W Willow St, Normal, IL 61761, USA"
west new york town,new jersey,40.7878788,-74.0143064,"400 60th St, West New York, NJ 07093, USA"
harrisonburg,virginia,38.4495688,-78.8689155,"80 Court Square, Harrisonburg, VA 22802, USA"
leesburg town,virginia,39.1156615,-77.56360149999999,"Unnamed Road, Leesburg, VA 20176, USA"
parker town,colorado,39.5186002,-104.7613633,"19594 Mainstreet, Parker, CO 80138, USA"
watsonville,california,36.910231,-121.7568946,"5 E Beach St, Watsonville, CA 95076, USA"
southaven,mississippi,34.9918587,-90.0022958,"700 Stateline Rd W, Southaven, MS 38671, USA"
revere,massachusetts,42.4084302,-71.0119948,"39 Winthrop Ave, Revere, MA 02151, USA"
grapevine,texas,32.9342919,-97.0780654,"100-248 E Hudgins St, Grapevine, TX 76051, USA"
mount prospect village,illinois,42.0664167,-87.9372908,"Mont, Mt Prospect, IL 60056, United States"
elyria,ohio,41.3683798,-82.10764859999999,"501 Broad St, Elyria, OH 44035, USA"
yucaipa,california,34.033625,-117.0430865,"34909 Yucaipa Blvd, Yucaipa, CA 92399, USA"
desoto,texas,32.5896998,-96.8570738,"108 W Belt Line Rd, DeSoto, TX 75115, USA"
lenexa,kansas,38.9536174,-94.73357089999999,"9620 Rosehill Rd, Lenexa, KS 66215, USA"
brookhaven,georgia,33.8651033,-84.3365917,"Peachtree Rd NE @ Osborne Rd NE, Brookhaven, GA 30319, USA"
west sacramento,california,38.5804609,-121.530234,"1640 Lincoln Hwy, West Sacramento, CA 95691, USA"
albany,oregon,44.6365107,-123.1059282,"125 2nd Avenue, Albany, OR 97321, USA"
bellevue,nebraska,41.1543623,-95.9145568,"701 Kayleen Dr, Bellevue, NE 68005, USA"
kingsport,tennessee,36.548434,-82.5618186,"225 W Center St, Kingsport, TN 37660, USA"
wheaton,illinois,41.8661403,-88.1070127,"140 N Main St, Wheaton, IL 60187, USA"
tigard,oregon,45.4186798,-122.7872599,"SW Pacific Hwy & Gaarde/McDonald, Tigard, OR 97223, USA"
delano,california,35.7688425,-119.2470536,"998 S High St, Delano, CA 93215, USA"
minnetonka,minnesota,44.9211836,-93.4687489,"4508 Williston Rd, Minnetonka, MN 55345, USA"
burlington,north carolina,36.0956918,-79.43779909999999,"704 Chapel Hill Rd, Burlington, NC 27215, United States"
peabody,massachusetts,42.5278731,-70.9286609,"20 Central St, Peabody, MA 01960, USA"
milford city (balance),connecticut,41.2306979,-73.064036,"601 Boston Post Rd, Milford, CT 06460, USA"
palm desert,california,33.7222445,-116.3744556,"73950 Alessandro Dr, Palm Desert, CA 92260, USA"
pinellas park,florida,27.8428025,-82.6995443,"7751 49th St N, Pinellas Park, FL 33781, USA"
perth amboy,new jersey,40.5067723,-74.2654234,"272 High St, Perth Amboy, NJ 08861, USA"
pensacola,florida,30.42130899999999,-87.2169149,"Pensacola International Airport, Pensacola, FL 32501, USA"
elkhart,indiana,41.6819935,-85.9766671,"418 W Marion St, Elkhart, IN 46516, USA"
glendora,california,34.1361187,-117.865339,"100 N Glendora Ave, Glendora, CA 91741, USA"
apple valley,minnesota,44.7319094,-93.21772000000001,"7501 150th St W, Apple Valley, MN 55124, USA"
joplin,missouri,37.08422710000001,-94.51328099999999,"49 E 7th St, Joplin, MO 64801, USA"
oak park village,illinois,41.8850317,-87.7845025,"200 S Ridgeland Ave, Oak Park, IL 60302, USA"
placentia,california,33.8710729,-117.8627548,"Kraemer-Chapman, Placentia, CA 92870, USA"
edina,minnesota,44.8896866,-93.3499489,"MN-100, Edina, MN 55435, USA"
la crosse,wisconsin,43.8137751,-91.25190169999999,"307 State St, La Crosse, WI 54601, USA"
kentwood,michigan,42.8694731,-85.64474919999999,"815 52nd St SE, Kentwood, MI 49508, USA"
aliso viejo,california,33.5684605,-117.7262981,"36 Journey, Aliso Viejo, CA 92656, USA"
burien,washington,47.4668384,-122.3405305,"431 SW 152nd St, Burien, WA 98166, USA"
olympia,washington,47.0378741,-122.9006951,"1100 Capitol Way S, Olympia, WA 98501, USA"
hoffman estates village,illinois,42.0629915,-88.12271989999999,"1760 Hassell Rd, Hoffman Estates, IL 60169, USA"
apopka,florida,28.6934076,-81.5322149,"644 Lexington Pkwy, Apopka, FL 32712, USA"
florissant,missouri,38.789217,-90.322614,"420 N New Florissant Rd, Florissant, MO 63031, USA"
grand island,nebraska,40.9263957,-98.3420118,"204 W South Front St, Grand Island, NE 68801, USA"
plainfield,new jersey,40.6337136,-74.4073736,"223 Leland Ave, Plainfield, NJ 07062, USA"
battle creek,michigan,42.3211522,-85.17971419999999,"77 Capital Ave NE, Battle Creek, MI 49017, USA"
st. cloud,florida,28.2489016,-81.2811801,"1025 10th St, St Cloud, FL 34769, USA"
logan,utah,41.7369803,-111.8338359,"30 E 300 N, Logan, UT 84321, USA"
coral gables,florida,25.7491968,-80.2635411,"405 Biltmore Way, Coral Gables, FL 33134, USA"
cerritos,california,33.8583483,-118.0647871,"12506 South St, Cerritos, CA 90703, USA"
coeur d'alene,idaho,47.6734632,-116.7812225,"401 Sherman Ave, Coeur d'Alene, ID 83814, USA"
galveston,texas,29.3013479,-94.7976958,"711 27th St, Galveston, TX 77550, USA"
apex town,north carolina,35.732652,-78.85028559999999,"237 State Rd 1011, Apex, NC 27502, USA"
summerville town,south carolina,33.0185039,-80.17564809999999,"201 S Main St, Summerville, SC 29483, USA"
collierville town,tennessee,35.042036,-89.6645266,"1-51 N Rowlett St, Collierville, TN 38017, USA"
methuen town,massachusetts,42.7262016,-71.1908924,"24 Lowell St, Methuen, MA 01844, USA"
lakewood,ohio,41.4819932,-81.7981908,"1515 St Charles Ave, Lakewood, OH 44107, USA"
enid,oklahoma,36.3955891,-97.8783911,"152-198 US-64 BUS, Enid, OK 73701, USA"
poway,california,32.9628232,-117.0358646,"13608 Putney Rd, Poway, CA 92064, USA"
troy,new york,42.7284117,-73.69178509999999,"80 2nd St, Troy, NY 12180, USA"
saginaw,michigan,43.4194699,-83.9508068,"92 Holland Ct, Saginaw, MI 48601, USA"
niagara falls,new york,43.0962143,-79.0377388,"802 20th St, Niagara Falls, NY 14301, USA"
charleston,west virginia,38.3498195,-81.6326234,"900 Lee St E, Charleston, WV 25301, USA"
